year,sex,age_group,cause,deaths
2003,female,25-29,"Trastornos mentales debidos al uso de drogas (drogodependencia, toxicomanía)",1
2003,female,30-34,Accidentes de tráfico,82
2003,female,30-34,Agresiones (homicidio),23
2003,female,30-34,Envenenamiento accidental por psicofármacos y drogas de abuso,13
2003,female,30-34,Eventos de intención no determinada,1
2003,female,30-34,Suicidio y lesiones autoinfligidas,52
2003,female,30-34,Todas las causas,724
2003,female,30-34,"Trastornos mentales debidos al uso de drogas (drogodependencia, toxicomanía)",6
2003,female,35-39,Accidentes de tráfico,70
2003,female,35-39,Agresiones (homicidio),18
2003,female,35-39,Envenenamiento accidental por psicofármacos y drogas de abuso,14
2003,female,35-39,Eventos de intención no determinada,1
2003,female,35-39,Suicidio y lesiones autoinfligidas,57
2003,female,35-39,Todas las causas,1176
2003,female,35-39,"Trastornos mentales debidos al uso de drogas (drogodependencia, toxicomanía)",2
2003,female,40-44,Accidentes de tráfico,66
2003,female,40-44,Agresiones (homicidio),7
2003,female,40-44,Envenenamiento accidental por psicofármacos y drogas de abuso,13
2003,female,40-44,Eventos de intención no determinada,2
2003,female,40-44,Suicidio y lesiones autoinfligidas,72
2003,female,40-44,Todas las causas,1665
2003,female,40-44,"Trastornos mentales debidos al uso de drogas (drogodependencia, toxicomanía)",3
2003,female,45-49,Accidentes de tráfico,64
2003,female,45-49,Agresiones (homicidio),18
2003,female,45-49,Envenenamiento accidental por psicofármacos y drogas de abuso,8
2003,female,45-49,Eventos de intención no determinada,2
2003,female,45-49,Suicidio y lesiones autoinfligidas,67
2003,female,45-49,Todas las causas,2299
2003,female,45-49,"Trastornos mentales debidos al uso de drogas (drogodependencia, toxicomanía)",0
2003,female,5-9,Accidentes de tráfico,16
2003,female,5-9,Agresiones (homicidio),1
2003,female,5-9,Envenenamiento accidental por psicofármacos y drogas de abuso,0
2003,female,5-9,Eventos de intención no determinada,0
2003,female,5-9,Suicidio y lesiones autoinfligidas,0
2003,female,5-9,Todas las causas,100
2003,female,5-9,"Trastornos mentales debidos al uso de drogas (drogodependencia, toxicomanía)",0
2003,female,50-54,Accidentes de tráfico,68
2003,female,50-54,Agresiones (homicidio),5
2003,female,50-54,Envenenamiento accidental por psicofármacos y drogas de abuso,3
2003,female,50-54,Eventos de intención no determinada,1
2003,female,50-54,Suicidio y lesiones autoinfligidas,70
2003,female,50-54,Todas las causas,2743
2003,female,50-54,"Trastornos mentales debidos al uso de drogas (drogodependencia, toxicomanía)",1
2003,female,55-59,Accidentes de tráfico,53
2003,female,55-59,Agresiones (homicidio),8
2003,female,55-59,Envenenamiento accidental por psicofármacos y drogas de abuso,4
2003,female,55-59,Eventos de intención no determinada,0
2003,female,55-59,Suicidio y lesiones autoinfligidas,64
2003,female,55-59,Todas las causas,3746
2003,female,55-59,"Trastornos mentales debidos al uso de drogas (drogodependencia, toxicomanía)",1
2003,female,60-64,Accidentes de tráfico,67
2003,female,60-64,Agresiones (homicidio),5
2003,female,60-64,Envenenamiento accidental por psicofármacos y drogas de abuso,3
2003,female,60-64,Eventos de intención no determinada,1
2003,female,60-64,Suicidio y lesiones autoinfligidas,60
2003,female,60-64,Todas las causas,4585
2003,female,60-64,"Trastornos mentales debidos al uso de drogas (drogodependencia, toxicomanía)",0
2003,female,65-69,Accidentes de tráfico,82
2003,female,65-69,Agresiones (homicidio),5
2003,female,65-69,Envenenamiento accidental por psicofármacos y drogas de abuso,1
2003,female,65-69,Eventos de intención no determinada,2
2003,female,65-69,Suicidio y lesiones autoinfligidas,65
2003,female,65-69,Todas las causas,8437
2003,female,65-69,"Trastornos mentales debidos al uso de drogas (drogodependencia, toxicomanía)",0
2003,female,70-74,Accidentes de tráfico,93
2003,female,70-74,Agresiones (homicidio),6
2003,female,70-74,Envenenamiento accidental por psicofármacos y drogas de abuso,3
2003,female,70-74,Eventos de intención no determinada,3
2003,female,70-74,Suicidio y lesiones autoinfligidas,61
2003,female,70-74,Todas las causas,14949
2003,female,70-74,"Trastornos mentales debidos al uso de drogas (drogodependencia, toxicomanía)",0
2003,female,75-79,Accidentes de tráfico,79
2003,female,75-79,Agresiones (homicidio),4
2003,female,75-79,Envenenamiento accidental por psicofármacos y drogas de abuso,1
2003,female,75-79,Eventos de intención no determinada,3
2003,female,75-79,Suicidio y lesiones autoinfligidas,61
2003,female,75-79,Todas las causas,24376
2003,female,75-79,"Trastornos mentales debidos al uso de drogas (drogodependencia, toxicomanía)",0
2003,female,80-84,Accidentes de tráfico,79
2003,female,80-84,Agresiones (homicidio),2
2003,female,80-84,Envenenamiento accidental por psicofármacos y drogas de abuso,0
2003,female,80-84,Eventos de intención no determinada,1
2003,female,80-84,Suicidio y lesiones autoinfligidas,47
2003,female,80-84,Todas las causas,34964
2003,female,80-84,"Trastornos mentales debidos al uso de drogas (drogodependencia, toxicomanía)",0
2003,female,85-89,Accidentes de tráfico,34
2003,female,85-89,Agresiones (homicidio),1
2003,female,85-89,Envenenamiento accidental por psicofármacos y drogas de abuso,2
2003,female,85-89,Eventos de intención no determinada,1
2003,female,85-89,Suicidio y lesiones autoinfligidas,33
2003,female,85-89,Todas las causas,39702
2003,female,85-89,"Trastornos mentales debidos al uso de drogas (drogodependencia, toxicomanía)",0
2003,female,90-94,Accidentes de tráfico,16
2003,female,90-94,Agresiones (homicidio),1
2003,female,90-94,Envenenamiento accidental por psicofármacos y drogas de abuso,0
2003,female,90-94,Eventos de intención no determinada,0
2003,female,90-94,Suicidio y lesiones autoinfligidas,17
2003,female,90-94,Todas las causas,30446
2003,female,90-94,"Trastornos mentales debidos al uso de drogas (drogodependencia, toxicomanía)",0
2003,female,95+,Accidentes de tráfico,4
2003,female,95+,Agresiones (homicidio),1
2003,female,95+,Envenenamiento accidental por psicofármacos y drogas de abuso,0
2003,female,95+,Eventos de intención no determinada,0
2003,female,95+,Suicidio y lesiones autoinfligidas,4
2003,female,95+,Todas las causas,12680
2003,female,95+,"Trastornos mentales debidos al uso de drogas (drogodependencia, toxicomanía)",0
2003,female,<1,Accidentes de tráfico,5
2003,female,<1,Agresiones (homicidio),0
2003,female,<1,Envenenamiento accidental por psicofármacos y drogas de abuso,0
2003,female,<1,Eventos de intención no determinada,0
2003,female,<1,Suicidio y lesiones autoinfligidas,0
2003,female,<1,Todas las causas,769
2003,female,<1,"Trastornos mentales debidos al uso de drogas (drogodependencia, toxicomanía)",0
2003,female,all,Accidentes de tráfico,1274
2003,female,all,Agresiones (homicidio),130
2003,female,all,Envenenamiento accidental por psicofármacos y drogas de abuso,83
2003,female,all,Eventos de intención no determinada,22
2003,female,all,Suicidio y lesiones autoinfligidas,828
2003,female,all,Todas las causas,184931
2003,female,all,"Trastornos mentales debidos al uso de drogas (drogodependencia, toxicomanía)",17
2003,male,1-4,Accidentes de tráfico,22
2003,male,1-4,Agresiones (homicidio),1
2003,male,1-4,Envenenamiento accidental por psicofármacos y drogas de abuso,0
2003,male,1-4,Eventos de intención no determinada,0
2003,male,1-4,Suicidio y lesiones autoinfligidas,0
2003,male,1-4,Todas las causas,245
2003,male,1-4,"Trastornos mentales debidos al uso de drogas (drogodependencia, toxicomanía)",0
2003,male,10-14,Accidentes de tráfico,41
2003,male,10-14,Agresiones (homicidio),1
2003,male,10-14,Envenenamiento accidental por psicofármacos y drogas de abuso,0
2003,male,10-14,Eventos de intención no determinada,0
2003,male,10-14,Suicidio y lesiones autoinfligidas,2
2003,male,10-14,Todas las causas,201
2003,male,10-14,"Trastornos mentales debidos al uso de drogas (drogodependencia, toxicomanía)",0
2003,male,15-19,Accidentes de tráfico,366
2003,male,15-19,Agresiones (homicidio),13
2003,male,15-19,Envenenamiento accidental por psicofármacos y drogas de abuso,3
2003,male,15-19,Eventos de intención no determinada,4
2003,male,15-19,Suicidio y lesiones autoinfligidas,47
2003,male,15-19,Todas las causas,741
2003,male,15-19,"Trastornos mentales debidos al uso de drogas (drogodependencia, toxicomanía)",1
2003,male,20-24,Accidentes de tráfico,542
2003,male,20-24,Agresiones (homicidio),28
2003,male,20-24,Envenenamiento accidental por psicofármacos y drogas de abuso,29
2003,male,20-24,Eventos de intención no determinada,4
2003,male,20-24,Suicidio y lesiones autoinfligidas,144
2003,male,20-24,Todas las causas,1336
2003,male,20-24,"Trastornos mentales debidos al uso de drogas (drogodependencia, toxicomanía)",13
2003,male,25-29,Accidentes de tráfico,546
2003,male,25-29,Agresiones (homicidio),44
2003,male,25-29,Envenenamiento accidental por psicofármacos y drogas de abuso,61
2003,male,25-29,Eventos de intención no determinada,9
2003,male,25-29,Suicidio y lesiones autoinfligidas,177
2003,male,25-29,Todas las causas,1604
2003,male,25-29,"Trastornos mentales debidos al uso de drogas (drogodependencia, toxicomanía)",19
2003,male,30-34,Accidentes de tráfico,442
2003,male,30-34,Agresiones (homicidio),44
2003,male,30-34,Envenenamiento accidental por psicofármacos y drogas de abuso,110
2003,male,30-34,Eventos de intención no determinada,7
2003,male,30-34,Suicidio y lesiones autoinfligidas,282
2003,male,30-34,Todas las causas,2148
2003,male,30-34,"Trastornos mentales debidos al uso de drogas (drogodependencia, toxicomanía)",38
2003,male,35-39,Accidentes de tráfico,338
2003,male,35-39,Agresiones (homicidio),43
2003,male,35-39,Envenenamiento accidental por psicofármacos y drogas de abuso,105
2003,male,35-39,Eventos de intención no determinada,7
2003,male,35-39,Suicidio y lesiones autoinfligidas,230
2003,male,35-39,Todas las causas,2757
2003,male,35-39,"Trastornos mentales debidos al uso de drogas (drogodependencia, toxicomanía)",37
2003,male,40-44,Accidentes de tráfico,316
2003,male,40-44,Agresiones (homicidio),33
2003,male,40-44,Envenenamiento accidental por psicofármacos y drogas de abuso,84
2003,male,40-44,Eventos de intención no determinada,7
2003,male,40-44,Suicidio y lesiones autoinfligidas,197
2003,male,40-44,Todas las causas,3880
2003,male,40-44,"Trastornos mentales debidos al uso de drogas (drogodependencia, toxicomanía)",23
2003,male,45-49,Accidentes de tráfico,269
2003,male,45-49,Agresiones (homicidio),25
2003,male,45-49,Envenenamiento accidental por psicofármacos y drogas de abuso,22
2003,male,45-49,Eventos de intención no determinada,5
2003,male,45-49,Suicidio y lesiones autoinfligidas,184
2003,male,45-49,Todas las causas,4894
2003,male,45-49,"Trastornos mentales debidos al uso de drogas (drogodependencia, toxicomanía)",6
2003,male,5-9,Accidentes de tráfico,26
2003,male,5-9,Agresiones (homicidio),0
2003,male,5-9,Envenenamiento accidental por psicofármacos y drogas de abuso,1
2003,male,5-9,Eventos de intención no determinada,0
2003,male,5-9,Suicidio y lesiones autoinfligidas,0
2003,male,5-9,Todas las causas,154
2003,male,5-9,"Trastornos mentales debidos al uso de drogas (drogodependencia, toxicomanía)",0
2003,male,50-54,Accidentes de tráfico,203
2003,male,50-54,Agresiones (homicidio),14
2003,male,50-54,Envenenamiento accidental por psicofármacos y drogas de abuso,11
2003,male,50-54,Eventos de intención no determinada,7
2003,male,50-54,Suicidio y lesiones autoinfligidas,188
2003,male,50-54,Todas las causas,6658
2003,male,50-54,"Trastornos mentales debidos al uso de drogas (drogodependencia, toxicomanía)",2
2003,male,55-59,Accidentes de tráfico,216
2003,male,55-59,Agresiones (homicidio),25
2003,male,55-59,Envenenamiento accidental por psicofármacos y drogas de abuso,5
2003,male,55-59,Eventos de intención no determinada,6
2003,male,55-59,Suicidio y lesiones autoinfligidas,164
2003,male,55-59,Todas las causas,9548
2003,male,55-59,"Trastornos mentales debidos al uso de drogas (drogodependencia, toxicomanía)",1
2003,male,60-64,Accidentes de tráfico,163
2003,male,60-64,Agresiones (homicidio),12
2003,male,60-64,Envenenamiento accidental por psicofármacos y drogas de abuso,0
2003,male,60-64,Eventos de intención no determinada,2
2003,male,60-64,Suicidio y lesiones autoinfligidas,142
2003,male,60-64,Todas las causas,11387
2003,male,60-64,"Trastornos mentales debidos al uso de drogas (drogodependencia, toxicomanía)",0
2003,male,65-69,Accidentes de tráfico,196
2003,male,65-69,Agresiones (homicidio),11
2003,male,65-69,Envenenamiento accidental por psicofármacos y drogas de abuso,2
2003,male,65-69,Eventos de intención no determinada,3
2003,male,65-69,Suicidio y lesiones autoinfligidas,166
2003,male,65-69,Todas las causas,18199
2003,male,65-69,"Trastornos mentales debidos al uso de drogas (drogodependencia, toxicomanía)",1
2003,male,70-74,Accidentes de tráfico,182
2003,male,70-74,Agresiones (homicidio),10
2003,male,70-74,Envenenamiento accidental por psicofármacos y drogas de abuso,2
2003,male,70-74,Eventos de intención no determinada,5
2003,male,70-74,Suicidio y lesiones autoinfligidas,204
2003,male,70-74,Todas las causas,26930
2003,male,70-74,"Trastornos mentales debidos al uso de drogas (drogodependencia, toxicomanía)",0
2003,male,75-79,Accidentes de tráfico,181
2003,male,75-79,Agresiones (homicidio),5
2003,male,75-79,Envenenamiento accidental por psicofármacos y drogas de abuso,1
2003,male,75-79,Eventos de intención no determinada,7
2003,male,75-79,Suicidio y lesiones autoinfligidas,214
2003,male,75-79,Todas las causas,33001
2003,male,75-79,"Trastornos mentales debidos al uso de drogas (drogodependencia, toxicomanía)",0
2003,male,80-84,Accidentes de tráfico,118
2003,male,80-84,Agresiones (homicidio),3
2003,male,80-84,Envenenamiento accidental por psicofármacos y drogas de abuso,1
2003,male,80-84,Eventos de intención no determinada,4
2003,male,80-84,Suicidio y lesiones autoinfligidas,179
2003,male,80-84,Todas las causas,33043
2003,male,80-84,"Trastornos mentales debidos al uso de drogas (drogodependencia, toxicomanía)",0
2003,male,85-89,Accidentes de tráfico,52
2003,male,85-89,Agresiones (homicidio),2
2003,male,85-89,Envenenamiento accidental por psicofármacos y drogas de abuso,3
2003,male,85-89,Eventos de intención no determinada,0
2003,male,85-89,Suicidio y lesiones autoinfligidas,96
2003,male,85-89,Todas las causas,24046
2003,male,85-89,"Trastornos mentales debidos al uso de drogas (drogodependencia, toxicomanía)",0
2003,male,90-94,Accidentes de tráfico,11
2003,male,90-94,Agresiones (homicidio),1
2003,male,90-94,Envenenamiento accidental por psicofármacos y drogas de abuso,0
2003,male,90-94,Eventos de intención no determinada,1
2003,male,90-94,Suicidio y lesiones autoinfligidas,22
2003,male,90-94,Todas las causas,13752
2003,male,90-94,"Trastornos mentales debidos al uso de drogas (drogodependencia, toxicomanía)",0
2003,male,95+,Accidentes de tráfico,4
2003,male,95+,Agresiones (homicidio),0
